Order_ID,Date,User_Name,Pages,Print_Type,Copies,Total_Pages_Printed,Rate_per_Page,Shop_Earning,App_Earning,Total_Amount,Payment_Method,Order_Status
TOK00583,2024-10-11,User_1181,26,Black & White,3,78,1.5,97.5,19.5,117.0,UPI,Completed
TOK00584,2023-10-24,User_866,31,Color,1,31,1.5,38.75,7.75,46.5,UPI,Completed
TOK00585,2024-04-18,User_222,34,Color,1,34,1.5,42.5,8.5,51.0,UPI,Completed
TOK00586,2023-05-30,User_1114,26,Black & White,2,52,1.5,65.0,13.0,78.0,UPI,Completed
TOK00587,2024-10-03,User_234,48,Color,1,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK00588,2025-08-18,User_364,12,Color,2,24,1.5,30.0,6.0,36.0,UPI,Completed
TOK00589,2023-02-25,User_559,10,Black & White,3,30,1.5,37.5,7.5,45.0,UPI,Completed
TOK00590,2023-06-29,User_733,49,Color,2,98,1.5,122.5,24.5,147.0,UPI,Completed
TOK00591,2024-05-03,User_1012,41,Black & White,2,82,1.5,102.5,20.5,123.0,UPI,Completed
TOK00592,2025-03-16,User_259,15,Color,2,30,1.5,37.5,7.5,45.0,UPI,Completed
TOK00593,2025-10-07,User_839,10,Black & White,3,30,1.5,37.5,7.5,45.0,UPI,Completed
TOK00594,2024-09-03,User_189,22,Color,2,44,1.5,55.0,11.0,66.0,UPI,Completed
TOK00595,2023-04-22,User_52,27,Color,3,81,1.5,101.25,20.25,121.5,UPI,Completed
TOK00596,2024-05-28,User_80,45,Color,2,90,1.5,112.5,22.5,135.0,UPI,Completed
TOK00597,2025-07-25,User_866,39,Color,2,78,1.5,97.5,19.5,117.0,UPI,Completed
TOK00598,2023-11-25,User_1003,8,Black & White,3,24,1.5,30.0,6.0,36.0,UPI,Completed
TOK00599,2025-12-21,User_739,43,Color,1,43,1.5,53.75,10.75,64.5,UPI,Completed
TOK00600,2025-03-19,User_189,18,Black & White,2,36,1.5,45.0,9.0,54.0,UPI,Completed
TOK00601,2023-09-08,User_487,34,Black & White,3,102,1.5,127.5,25.5,153.0,UPI,Completed
TOK00602,2025-12-06,User_548,46,Black & White,1,46,1.5,57.5,11.5,69.0,UPI,Completed
TOK00603,2025-05-08,User_66,26,Color,1,26,1.5,32.5,6.5,39.0,UPI,Completed
TOK00604,2024-05-25,User_352,39,Color,3,117,1.5,146.25,29.25,175.5,UPI,Completed
TOK00605,2025-10-25,User_307,17,Black & White,2,34,1.5,42.5,8.5,51.0,UPI,Completed
TOK00606,2023-02-18,User_769,3,Black & White,3,9,1.5,11.25,2.25,13.5,UPI,Completed
TOK00607,2024-03-15,User_72,7,Black & White,3,21,1.5,26.25,5.25,31.5,UPI,Completed
TOK00608,2023-12-04,User_911,41,Black & White,1,41,1.5,51.25,10.25,61.5,UPI,Completed
TOK00609,2023-09-20,User_285,27,Color,3,81,1.5,101.25,20.25,121.5,UPI,Completed
TOK00610,2023-12-15,User_48,16,Color,3,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK00611,2023-04-08,User_827,17,Black & White,2,34,1.5,42.5,8.5,51.0,UPI,Completed
TOK00612,2025-03-12,User_1169,44,Color,3,132,1.5,165.0,33.0,198.0,UPI,Completed
TOK00613,2025-10-25,User_266,2,Black & White,1,2,1.5,2.5,0.5,3.0,UPI,Completed
TOK00614,2023-10-05,User_91,45,Color,2,90,1.5,112.5,22.5,135.0,UPI,Completed
TOK00615,2023-11-21,User_756,4,Color,2,8,1.5,10.0,2.0,12.0,UPI,Completed
TOK00616,2023-06-23,User_476,50,Color,2,100,1.5,125.0,25.0,150.0,UPI,Completed
TOK00617,2024-03-17,User_450,43,Color,2,86,1.5,107.5,21.5,129.0,UPI,Completed
TOK00618,2024-01-23,User_415,5,Color,3,15,1.5,18.75,3.75,22.5,UPI,Completed
TOK00619,2023-12-13,User_676,35,Black & White,1,35,1.5,43.75,8.75,52.5,UPI,Completed
TOK00620,2024-10-23,User_987,9,Black & White,1,9,1.5,11.25,2.25,13.5,UPI,Completed
TOK00621,2024-02-07,User_375,25,Color,3,75,1.5,93.75,18.75,112.5,UPI,Completed
TOK00622,2023-04-13,User_1195,4,Color,1,4,1.5,5.0,1.0,6.0,UPI,Completed
TOK00623,2025-01-16,User_508,30,Black & White,2,60,1.5,75.0,15.0,90.0,UPI,Completed
TOK00624,2025-05-17,User_1034,33,Black & White,1,33,1.5,41.25,8.25,49.5,UPI,Completed
TOK00625,2023-02-24,User_693,44,Black & White,1,44,1.5,55.0,11.0,66.0,UPI,Completed
TOK00626,2024-07-14,User_857,39,Color,2,78,1.5,97.5,19.5,117.0,UPI,Completed
TOK00627,2024-11-30,User_56,31,Black & White,3,93,1.5,116.25,23.25,139.5,UPI,Completed
TOK00628,2025-02-16,User_423,31,Color,3,93,1.5,116.25,23.25,139.5,UPI,Completed
TOK00629,2023-03-27,User_587,26,Color,3,78,1.5,97.5,19.5,117.0,UPI,Completed
TOK00630,2025-11-30,User_385,37,Black & White,2,74,1.5,92.5,18.5,111.0,UPI,Completed
TOK00631,2024-01-31,User_761,40,Color,2,80,1.5,100.0,20.0,120.0,UPI,Completed
TOK00632,2025-09-09,User_919,22,Black & White,3,66,1.5,82.5,16.5,99.0,UPI,Completed
TOK00633,2024-02-29,User_876,8,Color,2,16,1.5,20.0,4.0,24.0,UPI,Completed
TOK00634,2025-11-03,User_1200,38,Color,2,76,1.5,95.0,19.0,114.0,UPI,Completed
TOK00635,2025-02-18,User_823,25,Black & White,2,50,1.5,62.5,12.5,75.0,UPI,Completed
TOK00636,2025-09-12,User_749,12,Color,3,36,1.5,45.0,9.0,54.0,UPI,Completed
TOK00637,2025-11-02,User_771,14,Black & White,1,14,1.5,17.5,3.5,21.0,UPI,Completed
TOK00638,2023-05-16,User_615,48,Color,2,96,1.5,120.0,24.0,144.0,UPI,Completed
TOK00639,2024-08-29,User_1128,45,Black & White,3,135,1.5,168.75,33.75,202.5,UPI,Completed
TOK00640,2024-10-11,User_536,19,Black & White,1,19,1.5,23.75,4.75,28.5,UPI,Completed
TOK00641,2024-07-20,User_238,19,Color,2,38,1.5,47.5,9.5,57.0,UPI,Completed
TOK00642,2024-02-21,User_915,20,Black & White,1,20,1.5,25.0,5.0,30.0,UPI,Completed
TOK00643,2024-10-30,User_255,17,Black & White,2,34,1.5,42.5,8.5,51.0,UPI,Completed
TOK00644,2023-06-25,User_515,44,Black & White,1,44,1.5,55.0,11.0,66.0,UPI,Completed
TOK00645,2023-11-05,User_665,3,Black & White,2,6,1.5,7.5,1.5,9.0,UPI,Completed
TOK00646,2025-03-25,User_469,1,Black & White,2,2,1.5,2.5,0.5,3.0,UPI,Completed
TOK00647,2023-03-06,User_570,15,Black & White,1,15,1.5,18.75,3.75,22.5,UPI,Completed
TOK00648,2024-05-21,User_309,4,Black & White,1,4,1.5,5.0,1.0,6.0,UPI,Completed
TOK00649,2025-04-02,User_642,30,Black & White,2,60,1.5,75.0,15.0,90.0,UPI,Completed
TOK00650,2023-02-05,User_869,22,Black & White,2,44,1.5,55.0,11.0,66.0,UPI,Completed
TOK00651,2024-02-02,User_394,30,Color,2,60,1.5,75.0,15.0,90.0,UPI,Completed
TOK00652,2025-12-14,User_1105,15,Black & White,3,45,1.5,56.25,11.25,67.5,UPI,Completed
TOK00653,2024-07-31,User_705,7,Color,1,7,1.5,8.75,1.75,10.5,UPI,Completed
TOK00654,2025-12-31,User_1013,15,Black & White,2,30,1.5,37.5,7.5,45.0,UPI,Completed
TOK00655,2024-11-06,User_1009,25,Color,2,50,1.5,62.5,12.5,75.0,UPI,Completed
TOK00656,2025-10-23,User_631,37,Black & White,3,111,1.5,138.75,27.75,166.5,UPI,Completed
TOK00657,2025-01-27,User_1036,34,Color,1,34,1.5,42.5,8.5,51.0,UPI,Completed
TOK00658,2025-01-13,User_376,25,Color,1,25,1.5,31.25,6.25,37.5,UPI,Completed
TOK00659,2024-11-25,User_321,47,Black & White,3,141,1.5,176.25,35.25,211.5,UPI,Completed
TOK00660,2023-12-14,User_1060,2,Black & White,1,2,1.5,2.5,0.5,3.0,UPI,Completed
TOK00661,2025-09-05,User_232,24,Color,1,24,1.5,30.0,6.0,36.0,UPI,Completed
TOK00662,2024-08-02,User_483,11,Black & White,3,33,1.5,41.25,8.25,49.5,UPI,Completed
TOK00663,2023-12-05,User_490,11,Color,1,11,1.5,13.75,2.75,16.5,UPI,Completed
TOK00664,2023-03-20,User_19,25,Black & White,2,50,1.5,62.5,12.5,75.0,UPI,Completed
TOK00665,2025-08-02,User_768,39,Black & White,2,78,1.5,97.5,19.5,117.0,UPI,Completed
TOK00666,2024-02-16,User_28,7,Black & White,1,7,1.5,8.75,1.75,10.5,UPI,Completed
TOK00667,2025-01-09,User_1111,35,Color,1,35,1.5,43.75,8.75,52.5,UPI,Completed
TOK00668,2025-06-11,User_320,25,Color,1,25,1.5,31.25,6.25,37.5,UPI,Completed
TOK00669,2025-08-08,User_479,7,Black & White,3,21,1.5,26.25,5.25,31.5,UPI,Completed
TOK00670,2024-12-30,User_364,46,Black & White,2,92,1.5,115.0,23.0,138.0,UPI,Completed
TOK00671,2025-10-10,User_34,23,Color,3,69,1.5,86.25,17.25,103.5,UPI,Completed
TOK00672,2025-05-16,User_442,35,Black & White,2,70,1.5,87.5,17.5,105.0,UPI,Completed
TOK00673,2025-08-28,User_382,2,Black & White,3,6,1.5,7.5,1.5,9.0,UPI,Completed
TOK00674,2023-08-17,User_916,13,Color,1,13,1.5,16.25,3.25,19.5,UPI,Completed
TOK00675,2023-12-26,User_1197,7,Black & White,1,7,1.5,8.75,1.75,10.5,UPI,Completed
TOK00676,2024-06-14,User_585,48,Color,2,96,1.5,120.0,24.0,144.0,UPI,Completed
TOK00677,2025-07-16,User_1016,35,Color,2,70,1.5,87.5,17.5,105.0,UPI,Completed
TOK00678,2025-12-04,User_432,26,Color,3,78,1.5,97.5,19.5,117.0,UPI,Completed
TOK00679,2025-02-24,User_1170,12,Black & White,2,24,1.5,30.0,6.0,36.0,UPI,Completed
TOK00680,2024-03-21,User_277,50,Color,2,100,1.5,125.0,25.0,150.0,UPI,Completed
TOK00681,2024-07-28,User_4,9,Color,1,9,1.5,11.25,2.25,13.5,UPI,Completed
TOK00682,2025-11-05,User_298,26,Color,1,26,1.5,32.5,6.5,39.0,UPI,Completed
TOK00683,2024-03-06,User_130,21,Black & White,2,42,1.5,52.5,10.5,63.0,UPI,Completed
TOK00684,2024-03-25,User_654,11,Color,1,11,1.5,13.75,2.75,16.5,UPI,Completed
TOK00685,2024-03-09,User_928,24,Color,2,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK00686,2025-12-10,User_328,9,Black & White,1,9,1.5,11.25,2.25,13.5,UPI,Completed
TOK00687,2024-09-06,User_65,43,Black & White,1,43,1.5,53.75,10.75,64.5,UPI,Completed
TOK00688,2025-12-11,User_244,13,Black & White,2,26,1.5,32.5,6.5,39.0,UPI,Completed
TOK00689,2024-01-03,User_459,6,Black & White,2,12,1.5,15.0,3.0,18.0,UPI,Completed
TOK00690,2024-09-14,User_175,9,Black & White,1,9,1.5,11.25,2.25,13.5,UPI,Completed
TOK00691,2023-05-20,User_1031,16,Black & White,3,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK00692,2025-08-10,User_657,45,Color,1,45,1.5,56.25,11.25,67.5,UPI,Completed
TOK00693,2025-01-16,User_1080,49,Black & White,1,49,1.5,61.25,12.25,73.5,UPI,Completed
TOK00694,2023-06-05,User_712,7,Color,2,14,1.5,17.5,3.5,21.0,UPI,Completed
TOK00695,2024-02-24,User_386,34,Black & White,2,68,1.5,85.0,17.0,102.0,UPI,Completed
TOK00696,2025-04-21,User_330,47,Color,3,141,1.5,176.25,35.25,211.5,UPI,Completed
TOK00697,2024-06-18,User_1070,12,Color,1,12,1.5,15.0,3.0,18.0,UPI,Completed
TOK00698,2025-10-08,User_649,17,Black & White,1,17,1.5,21.25,4.25,25.5,UPI,Completed
TOK00699,2023-01-11,User_619,45,Color,2,90,1.5,112.5,22.5,135.0,UPI,Completed
TOK00700,2023-02-03,User_1117,38,Black & White,1,38,1.5,47.5,9.5,57.0,UPI,Completed
TOK00701,2023-02-13,User_953,31,Color,2,62,1.5,77.5,15.5,93.0,UPI,Completed
TOK00702,2025-10-29,User_251,10,Color,3,30,1.5,37.5,7.5,45.0,UPI,Completed
TOK00703,2025-02-13,User_376,28,Black & White,1,28,1.5,35.0,7.0,42.0,UPI,Completed
TOK00704,2023-11-08,User_75,25,Black & White,2,50,1.5,62.5,12.5,75.0,UPI,Completed
TOK00705,2023-10-01,User_106,25,Black & White,2,50,1.5,62.5,12.5,75.0,UPI,Completed
TOK00706,2023-07-12,User_697,28,Color,1,28,1.5,35.0,7.0,42.0,UPI,Completed
TOK00707,2024-07-31,User_238,1,Black & White,2,2,1.5,2.5,0.5,3.0,UPI,Completed
TOK00708,2024-07-10,User_64,12,Color,3,36,1.5,45.0,9.0,54.0,UPI,Completed
TOK00709,2024-09-11,User_756,31,Color,2,62,1.5,77.5,15.5,93.0,UPI,Completed
TOK00710,2025-02-06,User_284,11,Black & White,2,22,1.5,27.5,5.5,33.0,UPI,Completed
TOK00711,2023-07-30,User_144,30,Black & White,3,90,1.5,112.5,22.5,135.0,UPI,Completed
TOK00712,2023-02-01,User_926,46,Color,3,138,1.5,172.5,34.5,207.0,UPI,Completed
TOK00713,2025-01-13,User_217,22,Black & White,1,22,1.5,27.5,5.5,33.0,UPI,Completed
TOK00714,2025-01-11,User_1136,13,Color,1,13,1.5,16.25,3.25,19.5,UPI,Completed
TOK00715,2023-05-31,User_859,2,Color,2,4,1.5,5.0,1.0,6.0,UPI,Completed
TOK00716,2023-08-07,User_464,30,Color,3,90,1.5,112.5,22.5,135.0,UPI,Completed
TOK00717,2024-05-13,User_836,43,Color,3,129,1.5,161.25,32.25,193.5,UPI,Completed
TOK00718,2023-06-20,User_202,34,Black & White,3,102,1.5,127.5,25.5,153.0,UPI,Completed
TOK00719,2024-12-03,User_776,13,Color,2,26,1.5,32.5,6.5,39.0,UPI,Completed
TOK00720,2023-09-04,User_645,18,Color,1,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK00721,2025-12-12,User_1083,11,Color,1,11,1.5,13.75,2.75,16.5,UPI,Completed
TOK00722,2025-10-07,User_360,14,Color,2,28,1.5,35.0,7.0,42.0,UPI,Completed
TOK00723,2023-03-01,User_59,26,Black & White,1,26,1.5,32.5,6.5,39.0,UPI,Completed
TOK00724,2024-01-22,User_1012,31,Black & White,1,31,1.5,38.75,7.75,46.5,UPI,Completed
TOK00725,2024-10-24,User_370,28,Black & White,2,56,1.5,70.0,14.0,84.0,UPI,Completed
TOK00726,2023-05-06,User_512,22,Color,1,22,1.5,27.5,5.5,33.0,UPI,Completed
TOK00727,2023-07-20,User_1100,25,Black & White,3,75,1.5,93.75,18.75,112.5,UPI,Completed
TOK00728,2024-09-10,User_904,42,Black & White,1,42,1.5,52.5,10.5,63.0,UPI,Completed
TOK00729,2024-05-31,User_213,48,Black & White,1,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK00730,2024-05-25,User_471,32,Black & White,1,32,1.5,40.0,8.0,48.0,UPI,Completed
TOK00731,2025-11-16,User_929,23,Color,1,23,1.5,28.75,5.75,34.5,UPI,Completed
TOK00732,2025-04-10,User_991,1,Black & White,1,1,1.5,1.25,0.25,1.5,UPI,Completed
TOK00733,2025-09-26,User_132,28,Black & White,2,56,1.5,70.0,14.0,84.0,UPI,Completed
TOK00734,2025-06-26,User_120,50,Color,3,150,1.5,187.5,37.5,225.0,UPI,Completed
TOK00735,2023-12-15,User_291,2,Black & White,1,2,1.5,2.5,0.5,3.0,UPI,Completed
TOK00736,2023-02-25,User_1080,22,Color,3,66,1.5,82.5,16.5,99.0,UPI,Completed
TOK00737,2023-12-15,User_1089,10,Color,3,30,1.5,37.5,7.5,45.0,UPI,Completed
TOK00738,2024-12-17,User_125,40,Black & White,3,120,1.5,150.0,30.0,180.0,UPI,Completed
TOK00739,2024-12-01,User_358,24,Color,3,72,1.5,90.0,18.0,108.0,UPI,Completed
TOK00740,2025-03-24,User_772,1,Black & White,3,3,1.5,3.75,0.75,4.5,UPI,Completed
TOK00741,2024-04-11,User_564,9,Color,3,27,1.5,33.75,6.75,40.5,UPI,Completed
TOK00742,2024-11-04,User_1056,26,Color,3,78,1.5,97.5,19.5,117.0,UPI,Completed
TOK00743,2024-10-03,User_878,28,Color,2,56,1.5,70.0,14.0,84.0,UPI,Completed
TOK00744,2024-07-15,User_1078,4,Color,2,8,1.5,10.0,2.0,12.0,UPI,Completed
TOK00745,2025-04-07,User_842,47,Color,2,94,1.5,117.5,23.5,141.0,UPI,Completed
TOK00746,2024-08-15,User_54,27,Black & White,1,27,1.5,33.75,6.75,40.5,UPI,Completed
TOK00747,2025-04-03,User_1064,8,Black & White,2,16,1.5,20.0,4.0,24.0,UPI,Completed
TOK00748,2024-05-13,User_879,47,Color,3,141,1.5,176.25,35.25,211.5,UPI,Completed
TOK00749,2025-01-14,User_1085,30,Black & White,1,30,1.5,37.5,7.5,45.0,UPI,Completed
TOK00750,2025-03-11,User_387,40,Black & White,3,120,1.5,150.0,30.0,180.0,UPI,Completed
TOK00751,2023-12-19,User_133,46,Color,2,92,1.5,115.0,23.0,138.0,UPI,Completed
TOK00752,2023-01-02,User_679,9,Black & White,2,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK00753,2025-03-04,User_1025,24,Black & White,3,72,1.5,90.0,18.0,108.0,UPI,Completed
TOK00754,2023-10-07,User_189,17,Color,2,34,1.5,42.5,8.5,51.0,UPI,Completed
TOK00755,2025-10-15,User_701,7,Black & White,2,14,1.5,17.5,3.5,21.0,UPI,Completed
TOK00756,2023-01-02,User_495,50,Color,3,150,1.5,187.5,37.5,225.0,UPI,Completed
TOK00757,2023-05-23,User_713,8,Color,1,8,1.5,10.0,2.0,12.0,UPI,Completed
TOK00758,2023-01-28,User_190,34,Black & White,3,102,1.5,127.5,25.5,153.0,UPI,Completed
TOK00759,2024-11-25,User_164,24,Color,2,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK00760,2024-12-13,User_1113,43,Color,2,86,1.5,107.5,21.5,129.0,UPI,Completed
TOK00761,2024-04-24,User_34,43,Black & White,3,129,1.5,161.25,32.25,193.5,UPI,Completed
TOK00762,2024-03-25,User_408,6,Color,2,12,1.5,15.0,3.0,18.0,UPI,Completed
TOK00763,2023-12-16,User_855,50,Black & White,2,100,1.5,125.0,25.0,150.0,UPI,Completed
TOK00764,2025-05-24,User_324,31,Color,2,62,1.5,77.5,15.5,93.0,UPI,Completed
TOK00765,2023-06-26,User_1186,7,Color,3,21,1.5,26.25,5.25,31.5,UPI,Completed
TOK00766,2024-05-14,User_1117,37,Color,2,74,1.5,92.5,18.5,111.0,UPI,Completed
TOK00767,2023-04-19,User_660,10,Black & White,2,20,1.5,25.0,5.0,30.0,UPI,Completed
TOK00768,2024-08-06,User_127,18,Color,2,36,1.5,45.0,9.0,54.0,UPI,Completed
TOK00769,2023-12-10,User_1188,17,Color,3,51,1.5,63.75,12.75,76.5,UPI,Completed
TOK00770,2025-07-31,User_619,14,Color,1,14,1.5,17.5,3.5,21.0,UPI,Completed
TOK00771,2025-01-07,User_730,14,Black & White,1,14,1.5,17.5,3.5,21.0,UPI,Completed
TOK00772,2025-01-07,User_1136,22,Black & White,2,44,1.5,55.0,11.0,66.0,UPI,Completed
TOK00773,2023-05-14,User_51,33,Black & White,3,99,1.5,123.75,24.75,148.5,UPI,Completed
TOK00774,2023-07-21,User_589,48,Black & White,1,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK00775,2024-04-24,User_1148,45,Black & White,1,45,1.5,56.25,11.25,67.5,UPI,Completed
TOK00776,2023-09-22,User_5,13,Black & White,3,39,1.5,48.75,9.75,58.5,UPI,Completed
TOK00777,2025-06-22,User_349,50,Black & White,2,100,1.5,125.0,25.0,150.0,UPI,Completed
TOK00778,2023-11-23,User_250,46,Color,2,92,1.5,115.0,23.0,138.0,UPI,Completed
TOK00779,2024-11-03,User_588,36,Black & White,2,72,1.5,90.0,18.0,108.0,UPI,Completed
TOK00780,2025-10-05,User_75,46,Black & White,1,46,1.5,57.5,11.5,69.0,UPI,Completed
TOK00781,2025-02-05,User_910,20,Black & White,2,40,1.5,50.0,10.0,60.0,UPI,Completed
TOK00782,2025-05-05,User_953,19,Black & White,2,38,1.5,47.5,9.5,57.0,UPI,Completed
TOK00783,2024-08-06,User_1084,29,Black & White,1,29,1.5,36.25,7.25,43.5,UPI,Completed
TOK00784,2024-01-08,User_956,47,Black & White,1,47,1.5,58.75,11.75,70.5,UPI,Completed
TOK00785,2024-01-10,User_91,16,Color,3,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK00786,2024-11-20,User_396,39,Color,1,39,1.5,48.75,9.75,58.5,UPI,Completed
TOK00787,2023-08-01,User_223,23,Color,2,46,1.5,57.5,11.5,69.0,UPI,Completed
TOK00788,2024-05-26,User_1176,8,Black & White,2,16,1.5,20.0,4.0,24.0,UPI,Completed
TOK00789,2024-06-01,User_989,29,Black & White,2,58,1.5,72.5,14.5,87.0,UPI,Completed
TOK00790,2025-10-07,User_740,42,Black & White,2,84,1.5,105.0,21.0,126.0,UPI,Completed
TOK00791,2023-06-23,User_892,7,Black & White,2,14,1.5,17.5,3.5,21.0,UPI,Completed
TOK00792,2025-07-31,User_166,44,Black & White,1,44,1.5,55.0,11.0,66.0,UPI,Completed
TOK00793,2024-05-10,User_421,9,Black & White,3,27,1.5,33.75,6.75,40.5,UPI,Completed
TOK00794,2024-08-10,User_1116,38,Black & White,2,76,1.5,95.0,19.0,114.0,UPI,Completed
TOK00795,2025-02-19,User_46,30,Black & White,3,90,1.5,112.5,22.5,135.0,UPI,Completed
TOK00796,2025-05-23,User_835,9,Color,2,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK00797,2025-07-13,User_314,48,Color,1,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK00798,2023-02-24,User_522,11,Color,2,22,1.5,27.5,5.5,33.0,UPI,Completed
TOK00799,2024-11-15,User_248,39,Color,1,39,1.5,48.75,9.75,58.5,UPI,Completed
TOK00800,2025-08-19,User_372,43,Black & White,1,43,1.5,53.75,10.75,64.5,UPI,Completed
TOK00801,2024-06-05,User_635,13,Color,3,39,1.5,48.75,9.75,58.5,UPI,Completed
TOK00802,2023-12-02,User_1012,4,Black & White,1,4,1.5,5.0,1.0,6.0,UPI,Completed
TOK00803,2024-11-24,User_190,9,Black & White,3,27,1.5,33.75,6.75,40.5,UPI,Completed
TOK00804,2024-01-13,User_45,19,Color,1,19,1.5,23.75,4.75,28.5,UPI,Completed
TOK00805,2024-09-23,User_411,32,Black & White,2,64,1.5,80.0,16.0,96.0,UPI,Completed
TOK00806,2025-01-06,User_914,30,Color,1,30,1.5,37.5,7.5,45.0,UPI,Completed
TOK00807,2024-09-26,User_7,12,Black & White,1,12,1.5,15.0,3.0,18.0,UPI,Completed
TOK00808,2023-03-29,User_376,36,Black & White,2,72,1.5,90.0,18.0,108.0,UPI,Completed
TOK00809,2024-11-12,User_311,26,Black & White,3,78,1.5,97.5,19.5,117.0,UPI,Completed
TOK00810,2025-02-12,User_575,16,Black & White,1,16,1.5,20.0,4.0,24.0,UPI,Completed
TOK00811,2023-02-05,User_373,27,Black & White,3,81,1.5,101.25,20.25,121.5,UPI,Completed
TOK00812,2025-06-28,User_974,10,Color,1,10,1.5,12.5,2.5,15.0,UPI,Completed
TOK00813,2023-03-21,User_395,45,Black & White,2,90,1.5,112.5,22.5,135.0,UPI,Completed
TOK00814,2024-07-28,User_740,50,Color,1,50,1.5,62.5,12.5,75.0,UPI,Completed
TOK00815,2023-04-02,User_212,50,Black & White,3,150,1.5,187.5,37.5,225.0,UPI,Completed
TOK00816,2023-10-17,User_674,15,Color,2,30,1.5,37.5,7.5,45.0,UPI,Completed
TOK00817,2023-02-15,User_282,30,Black & White,2,60,1.5,75.0,15.0,90.0,UPI,Completed
TOK00818,2023-03-15,User_960,31,Color,2,62,1.5,77.5,15.5,93.0,UPI,Completed
TOK00819,2024-02-06,User_954,12,Color,3,36,1.5,45.0,9.0,54.0,UPI,Completed
TOK00820,2023-04-05,User_41,9,Black & White,2,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK00821,2025-09-12,User_811,41,Color,2,82,1.5,102.5,20.5,123.0,UPI,Completed
TOK00822,2024-02-04,User_250,39,Color,2,78,1.5,97.5,19.5,117.0,UPI,Completed
TOK00823,2024-10-28,User_943,8,Color,2,16,1.5,20.0,4.0,24.0,UPI,Completed
TOK00824,2023-11-26,User_1136,29,Black & White,3,87,1.5,108.75,21.75,130.5,UPI,Completed
TOK00825,2023-08-13,User_933,50,Color,3,150,1.5,187.5,37.5,225.0,UPI,Completed
TOK00826,2025-07-12,User_1146,16,Black & White,2,32,1.5,40.0,8.0,48.0,UPI,Completed
TOK00827,2023-09-30,User_640,6,Color,3,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK00828,2023-05-30,User_1046,26,Black & White,2,52,1.5,65.0,13.0,78.0,UPI,Completed
TOK00829,2025-12-31,User_502,8,Color,3,24,1.5,30.0,6.0,36.0,UPI,Completed
TOK00830,2023-10-03,User_225,39,Color,1,39,1.5,48.75,9.75,58.5,UPI,Completed
TOK00831,2024-01-10,User_913,39,Black & White,2,78,1.5,97.5,19.5,117.0,UPI,Completed
TOK00832,2025-06-05,User_113,45,Color,2,90,1.5,112.5,22.5,135.0,UPI,Completed
TOK00833,2023-03-19,User_344,46,Color,2,92,1.5,115.0,23.0,138.0,UPI,Completed
TOK00834,2024-11-06,User_755,16,Black & White,2,32,1.5,40.0,8.0,48.0,UPI,Completed
TOK00835,2024-06-07,User_196,48,Black & White,2,96,1.5,120.0,24.0,144.0,UPI,Completed
TOK00836,2024-01-16,User_969,6,Color,3,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK00837,2024-12-04,User_561,30,Black & White,1,30,1.5,37.5,7.5,45.0,UPI,Completed
TOK00838,2024-12-18,User_572,6,Black & White,1,6,1.5,7.5,1.5,9.0,UPI,Completed
TOK00839,2023-05-21,User_674,7,Black & White,3,21,1.5,26.25,5.25,31.5,UPI,Completed
TOK00840,2023-09-13,User_993,8,Color,2,16,1.5,20.0,4.0,24.0,UPI,Completed
TOK00841,2025-08-24,User_180,15,Color,3,45,1.5,56.25,11.25,67.5,UPI,Completed
TOK00842,2023-01-10,User_40,47,Color,1,47,1.5,58.75,11.75,70.5,UPI,Completed
TOK00843,2025-04-15,User_972,49,Black & White,2,98,1.5,122.5,24.5,147.0,UPI,Completed
TOK00844,2024-12-16,User_44,49,Black & White,1,49,1.5,61.25,12.25,73.5,UPI,Completed
TOK00845,2025-04-09,User_692,25,Black & White,2,50,1.5,62.5,12.5,75.0,UPI,Completed
TOK00846,2024-01-29,User_318,30,Black & White,1,30,1.5,37.5,7.5,45.0,UPI,Completed
TOK00847,2024-08-18,User_746,1,Black & White,1,1,1.5,1.25,0.25,1.5,UPI,Completed
TOK00848,2024-05-12,User_196,41,Black & White,2,82,1.5,102.5,20.5,123.0,UPI,Completed
TOK00849,2023-07-10,User_1162,43,Black & White,3,129,1.5,161.25,32.25,193.5,UPI,Completed
TOK00850,2025-07-16,User_1073,6,Color,1,6,1.5,7.5,1.5,9.0,UPI,Completed
TOK00851,2024-09-23,User_747,7,Color,3,21,1.5,26.25,5.25,31.5,UPI,Completed
TOK00852,2023-08-29,User_582,38,Color,3,114,1.5,142.5,28.5,171.0,UPI,Completed
TOK00853,2023-07-15,User_1124,50,Black & White,1,50,1.5,62.5,12.5,75.0,UPI,Completed
